,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,result
605,60,3326,259,48.0,1,715.0,0.0,827.0,84.0,0.0,21,19,0
387,60,1815,219,32.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
257,0,2590,178,45.0,0,0.0,0.0,644.0,-999.0,352.0,58,10,1
485,30,3051,216,26.0,0,619.87,0.0,428.0,13.0,2.0,55,70,0
4932,0,454,211,42.0,1,1678.0,0.0,528.0,257.0,287.0,56,51,0
3597,0,2182,37,40.0,0,0.0,0.0,577.0,-999.0,376.0,56,38,1
52,0,1097,300,41.0,1,0.0,0.0,0.0,-999.0,313.0,56,38,1
3326,33,1920,144,57.0,0,0.0,0.0,0.0,-999.0,1.0,56,51,1
4883,152,2548,10,39.0,1,1000.0,0.0,518.0,27.0,0.0,56,38,0
4303,89,3381,146,30.0,1,3500.0,0.0,559.0,66.0,0.0,56,38,0
4583,0,1198,167,41.0,1,750.0,0.0,639.0,42.0,11.0,56,38,0
1338,0,866,312,30.0,0,1200.0,0.0,596.0,63.0,463.0,56,51,0
3456,31,2539,37,35.0,0,9239.0,0.0,790.0,66.0,268.0,56,38,0
1172,180,1815,150,33.0,0,2556.91,0.0,721.0,88.0,0.0,16,8,0
4901,0,3076,146,53.0,1,0.0,0.0,440.0,-999.0,400.0,56,38,1
2874,152,2129,300,27.0,0,488.8,0.0,0.0,45.0,159.0,56,38,0
4263,30,1815,188,47.0,0,2510.0,0.0,734.0,102.0,131.0,56,49,0
2983,0,1815,256,50.0,1,1150.0,0.0,975.0,97.0,752.0,56,51,0
241,0,3564,300,38.0,1,0.0,0.0,0.0,-999.0,896.0,56,38,1
1053,0,2062,35,90.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
128,30,3258,146,61.0,1,0.0,0.0,0.0,-999.0,404.0,56,38,1
4469,0,2064,231,72.0,1,295.0,0.0,809.0,-999.0,663.0,18,59,1
3198,60,3564,2,36.0,1,0.0,0.0,0.0,-999.0,0.0,19,0,1
117,180,926,10,46.0,1,10000.0,0.0,796.0,125.0,0.0,56,38,0
1737,0,1484,210,31.0,1,2400.0,0.0,750.0,111.0,121.0,39,37,0
2679,16,1733,267,52.0,1,0.0,0.0,0.0,-999.0,11.0,56,38,1
2516,50,1815,277,69.0,1,0.0,0.0,0.0,-999.0,468.0,56,38,1
1152,61,2866,70,34.0,1,750.0,0.0,784.0,39.0,133.0,56,38,0
22,30,173,300,26.0,0,650.0,0.0,669.0,12.0,18.0,56,38,0
2251,119,1117,167,33.0,0,600.0,0.0,783.0,79.0,258.0,56,38,0
770,0,169,242,35.0,0,450.0,0.0,654.0,76.0,2.0,56,26,0
1712,150,3564,267,37.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4785,0,3272,239,33.0,0,1000.0,0.0,527.0,6.0,292.0,56,38,0
2420,41,90,144,50.0,1,0.0,0.0,0.0,-999.0,12.0,56,51,1
226,30,1898,167,53.0,1,854.88,0.0,480.0,38.0,2.0,56,38,0
74,30,1815,198,35.0,1,5873.0,0.0,768.0,-999.0,0.0,26,43,0
4231,0,3564,83,39.0,0,0.0,0.0,527.0,-999.0,502.0,16,20,1
1923,30,1140,290,32.0,1,0.0,0.0,0.0,-999.0,52.0,77,55,1
754,0,2243,35,64.0,1,0.0,0.0,769.0,-999.0,807.0,56,38,1
3408,0,1225,317,39.0,0,2060.0,0.0,975.0,63.0,343.0,16,8,0
1308,59,232,17,50.0,1,0.0,0.0,0.0,-999.0,2.0,55,61,1
2877,0,3223,17,40.0,1,507.26,0.0,817.0,134.0,93.0,55,61,0
4711,30,646,316,34.0,1,0.0,0.0,0.0,-999.0,3.0,56,2,1
2512,33,2504,73,45.0,0,0.0,0.0,0.0,-999.0,343.0,39,17,1
546,0,42,276,79.0,1,0.0,0.0,0.0,-999.0,733.0,16,20,1
1294,30,615,175,28.0,1,625.0,0.0,853.0,57.0,164.0,42,31,0
3186,0,2590,209,26.0,0,800.0,0.0,643.0,23.0,787.0,58,2,0
3979,0,2740,70,44.0,1,0.0,0.0,0.0,-999.0,368.0,56,38,1
2590,121,1815,149,50.0,0,2900.0,0.0,0.0,196.0,159.0,42,33,0
3330,71,2338,10,53.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4779,186,1746,285,65.0,1,0.0,0.0,0.0,-999.0,0.0,77,54,1
2792,60,421,221,28.0,0,528.04,0.0,794.0,59.0,0.0,56,38,0
3583,60,3449,37,38.0,0,1730.42,0.0,666.0,114.0,1.0,56,38,0
1391,33,296,35,42.0,0,850.0,0.0,693.0,24.0,226.0,56,38,0
866,60,1893,221,43.0,1,720.0,0.0,480.0,68.0,128.0,56,38,0
1657,0,2711,300,39.0,0,0.0,0.0,0.0,-999.0,3.0,56,38,1
679,0,1930,10,59.0,0,0.0,0.0,0.0,-999.0,70.0,56,38,1
1142,0,27,59,78.0,0,0.0,0.0,0.0,-999.0,524.0,21,19,1
3543,0,2064,201,62.0,1,989.24,1500.0,762.0,-999.0,663.0,39,17,0
1112,0,3367,167,32.0,1,604.96,0.0,0.0,28.0,466.0,56,38,0
1569,30,3291,216,44.0,1,4300.0,0.0,705.0,58.0,3.0,55,70,0
2593,203,1815,271,24.0,1,0.0,0.0,0.0,-999.0,159.0,39,17,1
119,0,496,167,31.0,1,549.12,0.0,663.0,16.0,471.0,56,38,0
423,0,1815,317,32.0,1,3650.0,0.0,611.0,199.0,494.0,16,8,0
3529,0,2687,239,54.0,1,0.0,0.0,888.0,166.0,610.0,56,38,0
2848,0,1573,23,26.0,0,650.0,0.0,700.0,66.0,412.0,16,6,0
643,0,582,316,25.0,1,536.64,0.0,829.0,55.0,555.0,56,2,0
967,30,955,300,26.0,1,557.44,0.0,560.0,19.0,2.0,56,38,0
1666,60,3564,146,48.0,0,3000.0,0.0,856.0,68.0,337.0,56,38,0
2418,362,884,181,33.0,0,653.12,0.0,673.0,38.0,0.0,39,17,0
2634,0,688,37,62.0,1,0.0,0.0,839.0,-999.0,612.0,56,38,1
3811,133,2381,82,56.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2964,89,1976,8,54.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
3128,5,2060,208,68.0,0,0.0,0.0,0.0,-999.0,569.0,21,19,1
2809,30,3276,221,26.0,1,700.0,0.0,680.0,46.0,0.0,56,38,0
1625,0,1521,10,55.0,1,0.0,0.0,747.0,-999.0,636.0,56,38,1
638,33,1138,316,49.0,0,0.0,0.0,0.0,-999.0,1.0,56,2,1
4333,0,1444,269,28.0,1,0.0,0.0,0.0,-999.0,285.0,21,22,1
1418,0,2062,219,62.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4642,30,476,267,50.0,0,3150.0,0.0,0.0,68.0,416.0,56,38,0
2032,30,3318,300,29.0,1,650.0,0.0,569.0,26.0,0.0,56,38,0
2605,30,916,251,32.0,1,1046.24,0.0,862.0,40.0,175.0,19,1,0
4275,30,2915,146,37.0,1,481.12,0.0,912.0,15.0,12.0,56,38,0
4328,60,3564,29,41.0,0,2100.0,0.0,553.0,78.0,166.0,21,19,0
2803,152,1995,49,32.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
308,0,3532,167,46.0,0,0.0,0.0,0.0,-999.0,304.0,56,38,1
4433,0,423,219,44.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
1785,89,451,81,26.0,0,750.0,0.0,542.0,45.0,0.0,21,19,0
3017,0,1965,56,49.0,1,0.0,0.0,0.0,-999.0,568.0,28,72,1
3923,63,1071,219,29.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
780,73,1242,300,48.0,1,695.0,0.0,632.0,36.0,174.0,56,38,0
1297,61,3564,321,0.0,2,0.0,0.0,0.0,-999.0,0.0,81,72,1
2105,60,2618,37,30.0,1,1385.02,0.0,562.0,77.0,0.0,56,38,0
2457,0,3564,242,48.0,1,0.0,0.0,692.0,-999.0,269.0,56,26,1
3580,0,755,37,72.0,0,0.0,0.0,754.0,-999.0,738.0,56,38,1
4734,5,2288,17,46.0,0,0.0,0.0,0.0,-999.0,0.0,55,61,1
3987,30,899,146,38.0,1,2400.0,0.0,507.0,62.0,0.0,56,38,0
684,0,468,17,35.0,0,1200.0,0.0,791.0,99.0,169.0,55,61,0
2527,96,1292,300,48.0,0,750.0,0.0,522.0,198.0,0.0,56,38,0
1789,0,2835,216,48.0,1,10062.5,0.0,975.0,119.0,530.0,55,70,0
1339,0,2792,146,40.0,1,7284.2,0.0,0.0,183.0,379.0,56,38,0
4528,121,3564,277,35.0,0,1000.0,0.0,726.0,-999.0,191.0,42,33,1
2673,0,973,277,33.0,1,3126.0,0.0,883.0,133.0,199.0,56,38,0
603,121,1252,231,28.0,1,1032.51,0.0,476.0,60.0,0.0,42,44,0
2981,0,903,267,40.0,0,1000.0,0.0,720.0,94.0,0.0,56,38,0
1805,0,3073,100,29.0,0,800.0,0.0,824.0,62.0,4.0,56,26,0
3814,33,3564,267,27.0,1,0.0,0.0,0.0,-999.0,253.0,56,38,1
2360,0,3466,239,26.0,0,0.0,0.0,571.0,-999.0,0.0,56,38,1
2477,0,2274,81,53.0,0,936.1,0.0,519.0,51.0,565.0,21,19,0
861,60,3564,17,32.0,0,525.0,0.0,472.0,84.0,0.0,55,61,0
1079,30,503,35,47.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
3007,30,3044,300,46.0,0,530.4,0.0,937.0,213.0,20.0,56,38,0
2976,0,27,146,79.0,0,0.0,0.0,0.0,-999.0,591.0,56,38,1
2154,0,1815,123,55.0,0,0.0,0.0,0.0,-999.0,0.0,11,72,1
1803,0,2870,232,32.0,1,0.0,0.0,0.0,-999.0,0.0,46,72,1
2206,0,2126,81,24.0,0,600.0,0.0,644.0,28.0,233.0,21,19,0
238,53,2446,83,25.0,1,0.0,0.0,0.0,-999.0,500.0,16,20,1
2140,0,2479,316,61.0,0,0.0,0.0,0.0,-999.0,603.0,56,2,1
1840,73,2402,26,45.0,1,0.0,0.0,0.0,-999.0,0.0,56,26,1
2265,60,2020,17,40.0,0,550.0,0.0,783.0,88.0,0.0,55,61,0
3197,0,1330,146,25.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2954,242,2516,145,35.0,1,3500.0,0.0,715.0,68.0,0.0,56,2,0
4253,60,747,17,44.0,0,600.0,0.0,615.0,114.0,0.0,55,61,0
1930,121,781,144,30.0,1,850.0,0.0,463.0,51.0,159.0,56,51,0
4653,0,2375,67,42.0,0,0.0,0.0,0.0,-999.0,0.0,6,63,1
2450,0,339,86,47.0,1,0.0,0.0,0.0,-999.0,293.0,49,72,1
3578,0,3538,17,44.0,1,4500.0,0.0,804.0,159.0,324.0,55,61,0
2458,89,1901,242,27.0,0,1200.0,0.0,763.0,54.0,123.0,56,26,0
358,0,3564,175,31.0,0,0.0,0.0,731.0,-999.0,537.0,42,31,1
4780,89,3151,81,23.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
1886,0,2758,219,29.0,0,650.0,0.0,637.0,69.0,8.0,56,38,0
3900,89,2315,26,34.0,1,580.0,0.0,616.0,83.0,0.0,56,26,0
102,0,3287,37,48.0,0,0.0,0.0,678.0,-999.0,942.0,56,38,1
4491,30,2260,37,35.0,1,8000.0,0.0,741.0,71.0,342.0,56,38,0
4945,0,804,167,24.0,1,0.0,0.0,0.0,-999.0,253.0,56,38,1
3441,0,3099,59,28.0,1,768.82,0.0,649.0,109.0,176.0,21,19,0
2646,5,1479,8,54.0,1,0.0,0.0,0.0,-999.0,116.0,56,51,1
2815,0,3564,146,58.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2148,0,1649,10,28.0,0,2535.75,0.0,937.0,48.0,927.0,56,38,0
2788,61,2056,267,76.0,0,0.0,0.0,0.0,-999.0,210.0,56,38,1
3421,149,590,267,24.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3732,149,1119,17,41.0,1,488.8,0.0,788.0,51.0,194.0,55,61,0
1160,0,452,300,38.0,0,997.5,0.0,461.0,101.0,404.0,56,38,0
1499,121,633,249,31.0,0,1200.0,0.0,718.0,53.0,0.0,56,38,0
943,30,451,256,36.0,1,1879.5,0.0,611.0,21.0,421.0,56,51,0
2275,5,1042,241,67.0,1,0.0,0.0,0.0,-999.0,0.0,16,5,1
2978,0,451,37,50.0,1,2800.0,0.0,903.0,3.0,845.0,56,38,0
2731,0,921,267,37.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3506,0,2815,300,37.0,1,800.0,0.0,646.0,129.0,183.0,56,38,0
2216,0,1693,242,38.0,0,3790.0,0.0,601.0,39.0,352.0,58,18,0
3494,0,446,239,42.0,0,1892.0,0.0,614.0,183.0,403.0,56,38,0
2503,0,3180,100,53.0,1,0.0,0.0,0.0,-999.0,973.0,56,26,1
1529,0,2929,213,23.0,1,557.01,0.0,681.0,28.0,29.0,56,38,0
1303,66,2323,256,33.0,1,0.0,0.0,0.0,131.0,0.0,56,51,1
1850,0,3564,10,42.0,0,4371.2,0.0,953.0,130.0,412.0,56,38,0
1030,60,2238,209,26.0,1,513.76,0.0,430.0,64.0,2.0,56,2,0
3335,151,3392,144,56.0,1,2500.0,0.0,558.0,148.0,100.0,56,51,0
322,0,2590,249,28.0,1,1397.76,0.0,709.0,28.0,553.0,56,38,0
2800,121,1887,211,26.0,1,580.32,0.0,896.0,32.0,0.0,56,51,0
4276,5,3564,312,51.0,1,0.0,0.0,0.0,-999.0,16.0,56,51,1
2308,0,1815,175,45.0,0,3377.0,0.0,884.0,102.0,338.0,42,31,0
361,0,1815,73,39.0,0,1880.75,0.0,769.0,-999.0,523.0,39,17,0
1704,313,1096,81,47.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
343,0,2028,35,36.0,0,0.0,0.0,0.0,-999.0,507.0,56,38,1
2141,180,3539,242,22.0,0,600.0,0.0,732.0,14.0,128.0,56,26,0
612,33,3368,140,50.0,1,617.44,0.0,603.0,61.0,265.0,56,26,0
4197,0,3564,321,0.0,2,0.0,0.0,850.0,-999.0,606.0,81,72,1
809,30,2297,267,38.0,0,0.0,0.0,0.0,-999.0,182.0,56,38,1
1399,60,1176,24,31.0,0,310.0,0.0,581.0,26.0,185.0,16,7,0
1180,89,2490,175,31.0,1,600.0,0.0,653.0,32.0,0.0,42,31,0
2071,0,2740,181,39.0,1,568.0,0.0,741.0,184.0,601.0,39,17,0
90,38,3323,300,35.0,0,556.57,0.0,722.0,60.0,151.0,56,38,0
1661,0,3120,81,29.0,1,900.0,0.0,755.0,41.0,587.0,21,19,0
1600,0,2068,116,74.0,1,0.0,0.0,0.0,-999.0,554.0,18,59,1
3372,0,2056,83,77.0,0,0.0,0.0,0.0,-999.0,591.0,16,20,1
3906,30,617,99,25.0,1,488.8,0.0,975.0,21.0,110.0,42,31,0
4868,121,1101,300,40.0,1,1416.98,0.0,636.0,145.0,0.0,56,38,0
2489,0,3457,300,41.0,0,1500.0,0.0,975.0,212.0,18.0,56,38,0
691,121,555,17,37.0,1,1173.0,0.0,715.0,69.0,0.0,55,61,0
2939,0,2517,81,27.0,1,619.8,0.0,488.0,25.0,352.0,21,19,0
3976,30,993,267,42.0,0,1550.0,0.0,779.0,96.0,2.0,56,38,0
3742,59,1885,81,40.0,1,0.0,0.0,0.0,-999.0,194.0,21,19,1
3160,30,1602,239,34.0,0,619.83,0.0,0.0,44.0,3.0,56,38,0
2387,30,1302,67,25.0,0,2045.91,0.0,495.0,73.0,286.0,6,63,0
3239,0,3147,267,32.0,0,0.0,0.0,0.0,-999.0,610.0,56,38,1
2342,121,2307,59,32.0,1,1337.18,0.0,783.0,53.0,0.0,21,19,0
2357,0,1078,37,41.0,0,1016.25,0.0,841.0,109.0,738.0,56,38,0
2643,30,915,316,56.0,1,933.92,0.0,553.0,28.0,1.0,56,2,0
630,30,3061,140,31.0,1,700.0,0.0,705.0,28.0,2.0,56,26,0
3769,0,2448,70,34.0,0,750.0,0.0,817.0,29.0,10.0,56,38,0
1749,0,32,267,46.0,0,0.0,0.0,0.0,-999.0,376.0,56,38,1
4037,0,489,213,31.0,0,570.0,0.0,785.0,81.0,116.0,56,38,0
4169,0,3564,83,28.0,0,530.4,0.0,0.0,39.0,491.0,16,20,0
2036,0,2206,145,38.0,1,3350.0,0.0,614.0,60.0,328.0,56,2,0
1295,242,2455,27,23.0,1,557.44,0.0,278.0,39.0,0.0,56,26,0
2565,0,3564,300,45.0,1,0.0,0.0,0.0,-999.0,188.0,56,38,1
1151,152,1840,266,48.0,1,866.66,0.0,681.0,243.0,400.0,16,50,0
4698,60,1942,316,33.0,0,500.0,0.0,608.0,100.0,0.0,56,2,0
3483,5,2974,35,58.0,0,0.0,0.0,0.0,-999.0,121.0,56,38,1
1209,0,1498,221,26.0,0,580.8,0.0,737.0,25.0,225.0,56,38,0
403,0,2590,300,23.0,1,0.0,0.0,541.0,-999.0,315.0,56,38,1
2663,0,973,26,34.0,1,509.35,400.0,569.0,123.0,3.0,56,26,0
2242,30,3509,242,28.0,0,0.0,0.0,0.0,-999.0,32.0,56,26,1
4562,0,27,2,76.0,1,0.0,0.0,0.0,-999.0,538.0,19,0,1
3500,121,1028,300,30.0,0,489.0,0.0,709.0,63.0,0.0,56,38,0
1301,30,1261,27,54.0,1,654.16,0.0,792.0,40.0,135.0,56,26,0
898,0,27,281,77.0,0,0.0,0.0,0.0,-999.0,786.0,39,53,1
867,0,1349,35,62.0,0,0.0,0.0,763.0,-999.0,719.0,56,38,1
3601,60,3504,146,23.0,0,0.0,0.0,0.0,-999.0,159.0,56,38,1
4233,156,3045,285,30.0,1,0.0,0.0,0.0,-999.0,0.0,77,54,1
2691,63,2442,35,36.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
190,0,27,191,74.0,1,0.0,0.0,0.0,-999.0,510.0,42,33,1
3440,30,1815,167,49.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1175,30,636,35,47.0,0,0.0,0.0,0.0,-999.0,157.0,56,38,1
1993,0,1062,271,45.0,0,1593.33,0.0,927.0,173.0,865.0,39,17,0
434,0,380,167,61.0,1,0.0,0.0,0.0,-999.0,538.0,56,38,1
1323,0,204,83,40.0,1,2970.83,0.0,975.0,149.0,426.0,16,20,0
1401,33,2632,29,53.0,1,0.0,0.0,0.0,-999.0,0.0,21,19,1
4869,5,1716,300,39.0,1,0.0,0.0,0.0,-999.0,73.0,56,38,1
1492,31,2484,167,56.0,1,0.0,0.0,0.0,-999.0,136.0,56,38,1
384,31,505,59,42.0,0,0.0,0.0,0.0,-999.0,0.0,21,19,1
972,152,1815,259,46.0,1,4000.0,0.0,667.0,62.0,0.0,21,19,0
1734,31,1815,170,41.0,1,0.0,0.0,0.0,-999.0,159.0,16,20,1
4731,0,2958,216,41.0,1,0.0,0.0,0.0,-999.0,0.0,27,72,1
3949,0,1815,88,29.0,0,2117.91,0.0,547.0,111.0,165.0,16,21,0
53,0,967,150,28.0,1,557.44,0.0,622.0,46.0,204.0,16,8,0
3349,59,1948,17,39.0,0,530.0,0.0,698.0,18.0,137.0,55,61,0
2564,0,3398,70,35.0,1,680.0,0.0,812.0,123.0,468.0,56,38,0
3878,31,2157,267,33.0,0,2000.0,0.0,761.0,100.0,311.0,56,38,0
3894,0,348,37,31.0,1,1075.0,0.0,631.0,30.0,309.0,56,38,0
711,93,492,256,30.0,1,0.0,0.0,538.0,-999.0,0.0,56,51,1
4569,0,2888,2,37.0,0,700.0,0.0,782.0,28.0,436.0,19,0,0
2087,0,2378,67,25.0,1,800.0,0.0,525.0,31.0,248.0,6,63,0
4027,30,2050,311,53.0,1,600.0,0.0,549.0,25.0,0.0,56,2,0
165,0,2062,317,68.0,1,0.0,0.0,580.0,-999.0,266.0,16,8,1
2926,0,182,316,50.0,0,530.4,0.0,597.0,54.0,16.0,56,2,0
4808,30,1341,167,26.0,1,651.04,0.0,613.0,12.0,0.0,56,38,0
244,30,707,17,50.0,1,460.8,0.0,665.0,166.0,1.0,55,61,0
1468,0,454,242,55.0,0,0.0,0.0,0.0,-999.0,422.0,56,26,1
3544,0,1815,267,49.0,1,0.0,0.0,0.0,-999.0,439.0,56,38,1
2103,0,2884,2,65.0,1,0.0,0.0,0.0,-999.0,10.0,19,0,1
1416,0,2748,89,38.0,0,1670.5,0.0,688.0,-999.0,855.0,16,21,0
1198,635,1240,285,34.0,0,513.76,0.0,812.0,85.0,0.0,77,54,0
2205,0,1958,37,36.0,0,1215.39,0.0,437.0,12.0,198.0,56,38,0
4931,0,2222,59,37.0,1,470.0,0.0,682.0,22.0,38.0,21,19,0
110,0,1239,267,40.0,1,4722.0,0.0,633.0,129.0,85.0,56,38,0
3496,0,2391,17,71.0,1,4358.64,0.0,857.0,275.0,74.0,55,61,0
1547,0,1815,40,26.0,0,1612.08,0.0,598.0,105.0,448.0,16,6,0
262,30,589,8,27.0,0,0.0,0.0,0.0,-999.0,10.0,56,51,1
3382,60,3564,17,26.0,1,570.24,0.0,605.0,18.0,0.0,55,61,0
2510,60,2001,27,33.0,0,1000.0,0.0,652.0,96.0,6.0,56,26,0
1782,0,1113,19,33.0,0,780.0,0.0,845.0,30.0,258.0,77,3,0
542,0,2753,300,58.0,1,0.0,0.0,0.0,-999.0,619.0,56,38,1
1497,0,1815,221,60.0,0,1518.66,0.0,596.0,339.0,8.0,16,20,0
1033,0,2737,265,54.0,1,0.0,0.0,0.0,-999.0,65.0,56,38,1
2613,486,128,267,36.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3663,0,2362,167,61.0,0,0.0,0.0,0.0,-999.0,698.0,56,38,1
3091,0,2786,69,53.0,1,0.0,0.0,0.0,-999.0,13.0,56,15,1
4415,0,1919,37,52.0,1,0.0,0.0,0.0,-999.0,830.0,56,38,1
1315,30,1818,150,49.0,1,1837.25,0.0,769.0,144.0,0.0,16,8,0
4504,0,2351,10,30.0,0,0.0,0.0,0.0,-999.0,816.0,56,38,1
1635,0,1605,144,36.0,0,520.0,0.0,768.0,158.0,182.0,56,51,0
3234,0,2724,67,59.0,0,0.0,0.0,777.0,-999.0,0.0,6,63,1
468,33,1415,26,42.0,1,1075.0,0.0,795.0,150.0,0.0,56,26,0
3381,94,2420,256,49.0,1,0.0,0.0,0.0,-999.0,104.0,56,51,1
622,66,380,8,62.0,1,0.0,0.0,0.0,-999.0,321.0,56,51,1
4522,30,3242,135,55.0,1,1600.0,0.0,688.0,113.0,2.0,56,26,0
1841,63,901,145,39.0,0,4000.0,0.0,591.0,114.0,241.0,56,2,0
4044,0,1192,35,52.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
1812,33,1815,34,30.0,1,0.0,0.0,0.0,-999.0,417.0,56,51,1
4000,5,340,300,40.0,0,1200.0,0.0,820.0,194.0,287.0,56,38,0
1089,5,1018,267,54.0,0,0.0,0.0,0.0,-999.0,112.0,56,38,1
1325,66,580,2,43.0,1,4500.0,600.0,835.0,196.0,265.0,19,0,0
4307,0,27,300,76.0,1,0.0,0.0,0.0,-999.0,569.0,56,38,1
2541,0,1484,163,53.0,0,0.0,0.0,0.0,-999.0,432.0,42,33,1
2388,33,1012,264,43.0,0,0.0,0.0,0.0,-999.0,0.0,62,72,1
854,0,2590,70,25.0,0,1000.0,0.0,589.0,2.0,101.0,56,38,0
14,180,2610,316,49.0,0,900.0,0.0,622.0,29.0,159.0,56,2,0
1270,121,2254,267,50.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3805,0,723,267,35.0,0,1250.0,0.0,581.0,50.0,550.0,56,38,0
1690,30,1081,146,30.0,1,0.0,0.0,0.0,-999.0,25.0,56,38,1
2738,121,3564,26,25.0,1,448.46,0.0,527.0,72.0,0.0,56,26,0
1201,0,2699,267,46.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
4126,66,1815,35,65.0,0,0.0,0.0,0.0,-999.0,304.0,56,38,1
1514,0,386,311,55.0,1,1118.4,0.0,531.0,62.0,242.0,56,2,0
486,30,1815,271,35.0,0,1643.0,0.0,648.0,78.0,189.0,39,17,0
1446,0,3132,312,40.0,0,620.62,0.0,639.0,31.0,412.0,56,51,0
4762,0,656,247,36.0,1,0.0,0.0,0.0,-999.0,724.0,67,72,1
2813,60,1815,285,62.0,1,7160.15,0.0,853.0,414.0,294.0,77,54,0
1825,0,2356,135,49.0,1,0.0,0.0,0.0,-999.0,973.0,56,26,1
4386,0,1834,133,38.0,0,0.0,0.0,0.0,-999.0,407.0,16,8,1
4193,0,2441,242,25.0,0,475.0,0.0,0.0,85.0,587.0,56,26,0
950,0,3500,167,50.0,0,1350.0,0.0,722.0,382.0,392.0,56,38,0
1213,60,1815,74,25.0,0,2500.0,0.0,0.0,114.0,0.0,39,53,0
2101,89,3274,10,52.0,0,2513.32,0.0,423.0,66.0,233.0,56,38,0
4983,516,2224,20,66.0,1,0.0,0.0,0.0,-999.0,0.0,48,72,1
3404,0,2590,311,41.0,0,0.0,0.0,675.0,-999.0,355.0,58,2,1
582,0,483,8,30.0,1,757.43,0.0,453.0,74.0,500.0,56,51,0
2476,131,273,37,45.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
339,0,3564,37,46.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
2432,0,454,219,49.0,0,937.13,0.0,824.0,252.0,562.0,56,38,0
2461,0,3203,267,34.0,1,1674.58,0.0,651.0,12.0,415.0,56,38,0
4165,0,1815,83,26.0,1,3984.58,0.0,718.0,100.0,150.0,16,20,0
3249,152,945,28,32.0,0,882.1,0.0,523.0,19.0,0.0,21,19,0
4897,33,1889,249,41.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
4079,0,1823,35,43.0,1,0.0,0.0,0.0,-999.0,385.0,56,38,1
4158,53,915,308,34.0,1,1900.0,0.0,643.0,43.0,191.0,16,56,0
4524,0,2382,81,55.0,0,0.0,0.0,0.0,-999.0,474.0,21,19,1
3662,31,2554,267,44.0,1,0.0,0.0,0.0,-999.0,0.0,56,38,1
3972,0,2633,34,30.0,1,1805.15,0.0,685.0,72.0,106.0,56,51,0
3297,152,98,267,40.0,1,5500.0,0.0,572.0,197.0,0.0,56,38,0
4675,89,1938,146,37.0,0,0.0,0.0,0.0,-999.0,190.0,56,38,1
1372,0,2595,27,42.0,0,1017.47,0.0,885.0,107.0,652.0,56,26,0
3919,30,3564,37,38.0,0,0.0,0.0,0.0,-999.0,216.0,56,38,1
2066,0,1127,300,44.0,1,2000.0,0.0,785.0,75.0,278.0,56,38,0
316,121,3310,146,30.0,1,1200.0,0.0,788.0,69.0,383.0,56,38,0
2901,60,2447,35,49.0,1,0.0,0.0,0.0,-999.0,317.0,56,38,1
332,60,1802,300,26.0,0,800.0,0.0,795.0,29.0,8.0,56,38,0
1580,0,19,167,72.0,1,0.0,0.0,0.0,-999.0,569.0,56,38,1
3859,0,2369,2,36.0,1,0.0,0.0,0.0,-999.0,183.0,19,0,1
3459,0,3546,37,46.0,0,1218.0,0.0,817.0,167.0,524.0,56,38,0
1597,211,2256,34,38.0,0,625.0,0.0,576.0,25.0,159.0,56,51,0
4041,60,618,37,37.0,0,0.0,0.0,0.0,-999.0,0.0,56,38,1
2581,161,3564,300,35.0,1,501.66,0.0,728.0,26.0,135.0,56,38,0
4220,30,1883,300,28.0,1,774.64,0.0,678.0,69.0,6.0,56,38,0
4659,0,588,37,36.0,1,4000.0,0.0,975.0,65.0,790.0,56,38,0
1257,0,2324,8,41.0,0,0.0,0.0,0.0,-999.0,422.0,56,51,1
4348,0,29,219,71.0,0,0.0,0.0,0.0,-999.0,598.0,56,38,1
2797,60,2724,144,56.0,1,0.0,0.0,0.0,-999.0,0.0,56,51,1
